date,ageGroup,vaxxed
12/29/2020,18 - 24 Years,0.006
12/29/2020,25 - 49 Years,0.021
12/29/2020,50 - 64 Years,0.02
12/29/2020,65+ Years,0.01
12/28/2020,<2 Years,0
12/28/2020,2 - 4 Years,0
12/28/2020,5 - 11 Years,0
12/28/2020,12 - 17 Years,0
12/28/2020,18 - 24 Years,0.005
12/28/2020,25 - 49 Years,0.018
12/28/2020,50 - 64 Years,0.017
12/28/2020,65+ Years,0.007
12/27/2020,<2 Years,0
12/27/2020,2 - 4 Years,0
12/27/2020,5 - 11 Years,0
12/27/2020,12 - 17 Years,0
12/27/2020,18 - 24 Years,0.004
12/27/2020,25 - 49 Years,0.015
12/27/2020,50 - 64 Years,0.014
12/27/2020,65+ Years,0.005
12/26/2020,<2 Years,0
12/26/2020,2 - 4 Years,0
12/26/2020,5 - 11 Years,0
12/26/2020,12 - 17 Years,0
12/26/2020,18 - 24 Years,0.004
12/26/2020,25 - 49 Years,0.015
12/26/2020,50 - 64 Years,0.014
12/26/2020,65+ Years,0.005
12/25/2020,<2 Years,0
12/25/2020,2 - 4 Years,0
12/25/2020,5 - 11 Years,0
12/25/2020,12 - 17 Years,0
12/25/2020,18 - 24 Years,0.004
12/25/2020,25 - 49 Years,0.014
12/25/2020,50 - 64 Years,0.013
12/25/2020,65+ Years,0.005
12/24/2020,<2 Years,0
12/24/2020,2 - 4 Years,0
12/24/2020,5 - 11 Years,0
12/24/2020,12 - 17 Years,0
12/24/2020,18 - 24 Years,0.004
12/24/2020,25 - 49 Years,0.014
12/24/2020,50 - 64 Years,0.013
12/24/2020,65+ Years,0.005
12/23/2020,<2 Years,0
12/23/2020,2 - 4 Years,0
12/23/2020,5 - 11 Years,0
12/23/2020,12 - 17 Years,0
12/23/2020,18 - 24 Years,0.004
12/23/2020,25 - 49 Years,0.013
12/23/2020,50 - 64 Years,0.012
12/23/2020,65+ Years,0.004
12/22/2020,<2 Years,0
12/22/2020,2 - 4 Years,0
12/22/2020,5 - 11 Years,0
12/22/2020,12 - 17 Years,0
12/22/2020,18 - 24 Years,0.003
12/22/2020,25 - 49 Years,0.011
12/22/2020,50 - 64 Years,0.009
12/22/2020,65+ Years,0.003
12/21/2020,<2 Years,0
12/21/2020,2 - 4 Years,0
12/21/2020,5 - 11 Years,0
12/21/2020,12 - 17 Years,0
12/21/2020,18 - 24 Years,0.002
12/21/2020,25 - 49 Years,0.008
12/21/2020,50 - 64 Years,0.007
12/21/2020,65+ Years,0.002
12/20/2020,<2 Years,0
12/20/2020,2 - 4 Years,0
12/20/2020,5 - 11 Years,0
12/20/2020,12 - 17 Years,0
12/20/2020,18 - 24 Years,0.002
12/20/2020,25 - 49 Years,0.006
12/20/2020,50 - 64 Years,0.005
12/20/2020,65+ Years,0.002
12/19/2020,<2 Years,0
12/19/2020,2 - 4 Years,0
12/19/2020,5 - 11 Years,0
12/19/2020,12 - 17 Years,0
12/19/2020,18 - 24 Years,0.001
12/19/2020,25 - 49 Years,0.006
12/19/2020,50 - 64 Years,0.005
12/19/2020,65+ Years,0.002
12/18/2020,<2 Years,0
12/18/2020,2 - 4 Years,0
12/18/2020,5 - 11 Years,0
12/18/2020,12 - 17 Years,0
12/18/2020,18 - 24 Years,0.001
12/18/2020,25 - 49 Years,0.005
12/18/2020,50 - 64 Years,0.004
12/18/2020,65+ Years,0.001
12/17/2020,<2 Years,0
12/17/2020,2 - 4 Years,0
12/17/2020,5 - 11 Years,0
12/17/2020,12 - 17 Years,0
12/17/2020,18 - 24 Years,0.001
12/17/2020,25 - 49 Years,0.003
12/17/2020,50 - 64 Years,0.002
12/17/2020,65+ Years,0.001
12/16/2020,<2 Years,0
12/16/2020,2 - 4 Years,0
12/16/2020,5 - 11 Years,0
12/16/2020,12 - 17 Years,0
12/16/2020,18 - 24 Years,0
12/16/2020,25 - 49 Years,0.001
12/16/2020,50 - 64 Years,0.001
12/16/2020,65+ Years,0
12/15/2020,<2 Years,0
12/15/2020,2 - 4 Years,0
12/15/2020,5 - 11 Years,0
12/15/2020,12 - 17 Years,0
12/15/2020,18 - 24 Years,0
12/15/2020,25 - 49 Years,0
12/15/2020,50 - 64 Years,0
12/15/2020,65+ Years,0
12/14/2020,<2 Years,0
12/14/2020,2 - 4 Years,0
12/14/2020,5 - 11 Years,0
12/14/2020,12 - 17 Years,0
12/14/2020,18 - 24 Years,0
12/14/2020,25 - 49 Years,0
12/14/2020,50 - 64 Years,0
12/14/2020,65+ Years,0
